Status,DT,Ent.DT,Trn DT,Due Date,Ref.No.,S-AC,S-AC Name,A/C Code,Unit,Unit Name,Doc.No.,REMARKS,Instruction No.,Cont.No.,Clrng doc.,Clrng DT,2nd Sub-Account,Items,Curr,Trans. Amt.,Dom. Amt.,Material Code,Tx,Quantity,Quantity Unit,rate,SAP DocEntry
SUCCESS,H1,20231229,20231229,20240115.0,NOVEMBER,4Q04P,MCNK JV CORPORATION,33323,MB11,MAC2,100011925,CP CHARGE NOV,,CP CHARG,,,,2,PHP,"-6,816.86","-6,816.86",,5,0.0,,,
SUCCESS,H1,20231229,20231229,,,PI084,"MINISTRY OF AGRICULTURE, FORESTRY AND FI",33323,CJ11,FP1,100011923,SHARE ON CAR RENTAL,,100011923,,,,2,USD,-111.01,"-6,166.67",,5,0.0,,55.55,
SUCCESS,H1,20231229,20231229,,,PI084,"MINISTRY OF AGRICULTURE, FORESTRY AND FI",33323,CJ11,FP1,100011927,SHARE ON CAR RENTAL,,100011927,,,,2,USD,-111.01,"-6,166.67",,5,0.0,,55.55,
SUCCESS,H1,20231229,20231229,,,PI084,"MINISTRY OF AGRICULTURE, FORESTRY AND FI",33323,CJ11,FP1,100011923,SHARE ON CAR RENTAL,,100011923,,,,2,USD,-111.01,"-6,166.67",,5,0.0,,55.55,
SUCCESS,H1,20231229,20231229,20240115.0,NOVEMBER,4Q04P,MCNK JV CORPORATION,33323,MB11,MAC2,100011925,CP CHARGE NOV,,CP CHARG,,,,2,PHP,"-6,816.86","-6,816.86",,5,0.0,,,
SUCCESS,H1,20231229,20231229,,,PI084,"MINISTRY OF AGRICULTURE, FORESTRY AND FI",33323,CJ11,FP1,100011927,SHARE ON CAR RENTAL,,100011927,,,,2,USD,-111.01,"-6,166.67",,5,0.0,,55.55,
SUCCESS,H1,20231229,20231229,,ROUNDOFF DIF,4Q04P,MCNK JV CORPORATION,33323,HB02,ADMI,100012081,CLEARING ENTRY,,RENTAL,,,,1,PHP,-0.01,-0.01,,5,0.0,,,
SUCCESS,H1,20231229,20231229,,SEC FEE12M23,MW350,MARUBENI CORPORATION -,33323,HB02,ADMI,100012203,sec fee 12m2023,,100012203,,,,2,PHP,"-5,180.16","-5,180.16",,5,0.0,,,
SUCCESS,H1,20231229,20231229,,SEC FEE12M23,PM175,MARUBENI-ITOCHU STEEL PTE LTD - MANILA B,33323,HB02,ADMI,100012204,sec fee 12m2023,,100012204,,,,2,PHP,"-4,723.78","-4,723.78",,5,0.0,,,
SUCCESS,H1,20231229,20231229,,GAS 12M2023,4Q04P,MCNK JV CORPORATION,33323,MB11,MAC2,100012205,shell gas 12m2023,,100012205,,,,2,PHP,"-17,477.43","-17,477.43",,5,0.0,,,
SUCCESS,H1,20231229,20231229,,XMASPARTY23,MW350,MARUBENI CORPORATION -,33323,HB02,ADMI,100012244,xmasparty2023,,100012244,,,,2,PHP,"-14,285.71","-14,285.71",,5,0.0,,,
SUCCESS,H1,20231229,20231229,,XMASPARTY23,4Q04P,MCNK JV CORPORATION,33323,MB11,MAC2,100012253,xmasparty2023,,100012253,,,,2,PHP,"-3,571.43","-3,571.43",,5,0.0,,,
SUCCESS,H1,20231229,20231229,,XMASPARTY23,4Q905,MAXIMA MACHINERIES INC.,33323,HB02,ADMI,100012258,xmasparty2023,,100012258,,,,2,PHP,"-14,285.71","-14,285.71",,5,0.0,,,
SUCCESS,H1,20231229,20231229,20240131.0,3RB00932,B581,MARUBENI CORPORATION PACKAGING BUSINESS,30112,CJ12,FP2,100012262,3RB00932 TWINPACK,,KOA CMP,,,,2,USD,"-2,208.21","-122,666.07",,5,0.0,,55.55,
SUCCESS,H1,20231229,20231229,20240131.0,3RD00981,B694,MARUBENI CORPORATION PULP SEC.2,30112,CJ11,FP1,100012275,R3D00981 JAMES HARDI,,H. PULP,,,,2,USD,"-1,750.00","-97,212.50",,5,0.0,,55.55,
SUCCESS,H1,20231229,20231229,20240228.0,4001492,MJ006,MARUBENI TETSUGEN,30112,CC15,MET4,100012278,4001492 KURARAY,,A.CARBON,,,,2,USD,"-1,594.15","-88,555.03",,5,0.0,,55.55,
SUCCESS,H1,20231229,20231229,20240112.0,CHX FENG,M186J,"MARUBENI PETROLEUM CO., LTD. -",35311,CD12,PET2,110012279,202312 SWAP RLZD,,110012279,,,,13,USD,"-659,413.12","-36,630,398.82",,5,0.0,,55.55,
SUCCESS,H1,20231229,20231229,20240112.0,CHX FENG,M186J,"MARUBENI PETROLEUM CO., LTD. -",35311,CD12,PET2,120012279,202312 SWAP RLZD,,120012279,,,,14,USD,"-265,063.35","-14,724,269.09",,5,0.0,,55.55,
SUCCESS,H1,20231229,20231229,20240111.0,MITERA92,M186J,"MARUBENI PETROLEUM CO., LTD. -",35311,CD12,PET2,130012279,202312 SWAP RLZD,,130012279,,,,9,USD,"-69,493.53","-3,860,365.59",,5,0.0,,55.55,
SUCCESS,H1,20231229,20231229,20240216.0,STI DAMA88,M186J,"MARUBENI PETROLEUM CO., LTD. -",35311,CD12,PET2,140012279,202312 SWAP RLZD,,140012279,,,,10,USD,"-78,864.08","-4,380,899.64",,5,0.0,,55.55,
SUCCESS,H1,20231229,20231229,20240216.0,STI DAMA92,M186J,"MARUBENI PETROLEUM CO., LTD. -",35311,CD12,PET2,150012279,202312 SWAP RLZD,,150012279,,,,11,USD,"-272,711.46","-15,149,121.60",,5,0.0,,55.55,
SUCCESS,H1,20231229,20231229,20240216.0,STI DAMA92,M186J,"MARUBENI PETROLEUM CO., LTD. -",35311,CD12,PET2,160012279,202312 SWAP RLZD,,160012279,,,,12,USD,"-292,925.26","-16,271,998.19",,5,0.0,,55.55,
SUCCESS,H1,20231229,20231229,20240131.0,3RB00933,B581,MARUBENI CORPORATION PACKAGING BUSINESS,30112,CJ12,FP2,100012281,3RB00933 PAPER BIZ,,PAPER,,,,2,USD,-571.69,"-31,757.38",,5,0.0,,55.55,
SUCCESS,H1,20231229,20231229,20240131.0,3FH00172,B7K4,MARUBENI CORPORATION INORGANIC CHEMICALS,30112,CA22,CHM12,100012300,3FH00172 CORAL BAY,,SUL ACID,,,,2,USD,"-4,862.67","-270,121.32",,5,0.0,,55.55,
SUCCESS,H1,20231229,20231229,20240329.0,EIT2312-001,MZ310,"MARUBENI THAILAND CO.,LTD.",30112,CJ14,FP4,100012366,EIT2312-001PH ODI,,DIAPERS,,,,2,USD,-115.01,"-6,388.81",,5,0.0,,55.55,
SUCCESS,H1,20231229,20231229,,,PT157,T & D CORPORATION,33323,CD12,PET2,100012485,CLEARING,,100012485,,,,1,PHP,-0.01,-0.01,,5,0.0,,,
SUCCESS,H1,20231229,20231229,,,PI083,INTER-ISLA PETROLEUM CORPORATION,33323,CD12,PET2,100012493,CLEARING,,100012493,,,,1,PHP,-0.01,-0.01,,5,0.0,,,
