Status,DT,Ent.DT,Trn DT,Due Date,Ref.No.,S-AC,S-AC Name,A/C Code,Unit,Unit Name,Doc.No.,REMARKS,Instruction No.,Cont.No.,Clrng doc.,Clrng DT,2nd Sub-Account,Items,Curr,Trans. Amt.,Dom. Amt.,Material Code,Tx,Quantity,Quantity Unit,SAP DocEntry
POSTED,RV,2023-12-29,2023-12-29,2023-12-29,CDPA2121,PA212-C,ANDAN ENTERPRISES INC.,30001,CD12,PET2,100012427,,,CD122329,,,PA212,2,PHP,"-173,335.72","-173,335.72",CME.,OVAT-N,3.92,KL,10963
POSTED,RV,2023-12-29,2023-12-29,2023-12-29,CD PV0361,PV036-C,VOYAGE GAS AVENUE INC.,30001,CD12,PET2,100012428,,,CD122330,,,PV036,2,PHP,"-9,528,750.00","-9,528,750.00",DOMDSL,OVAT-N,215.6,KL,10964
POSTED,RV,2023-12-29,2023-12-29,2023-12-29,CD PV0361,PV036-C,VOYAGE GAS AVENUE INC.,30001,CD12,PET2,100012429,,,CD122330,,,PV036,2,PHP,"-194,464.29","-194,464.29",CME.,OVAT-N,4.4,KL,10965
POSTED,RV,2023-12-29,2023-12-29,2023-12-29,CD PS2311,PS231-C,SHAW AUTOGAS INCORPORATED,30001,CD12,PET2,100012430,,,CD122331,,,PS231,2,PHP,"-67,653,425.00","-67,653,425.00",DOMDSL,OVAT-N,1560.16,KL,10966
POSTED,RV,2023-12-29,2023-12-29,2023-12-29,CD PS2311,PS231-C,SHAW AUTOGAS INCORPORATED,30001,CD12,PET2,100012431,,,CD122331,,,PS231,2,PHP,"-1,380,682.14","-1,380,682.14",CME.,OVAT-N,31.84,KL,10967
POSTED,RV,2023-12-29,2023-12-29,2023-12-29,CD PA2181,PA218-C,ATLANTA FUEL STATION NUEVA ECIJA,30001,CD12,PET2,100012434,,,CD122333,,,PA218,2,PHP,"-4,757,550.00","-4,757,550.00",DOMDSL,OVAT-N,111.72,KL,10968
POSTED,RV,2023-12-29,2023-12-29,2023-12-29,CD PA2181,PA218-C,ATLANTA FUEL STATION NUEVA ECIJA,30001,CD12,PET2,100012435,,,CD122333,,,PA218,2,PHP,"-97,092.86","-97,092.86",CME.,OVAT-N,2.28,KL,10969
POSTED,RV,2023-12-29,2023-12-29,2023-12-29,CD PT1571,PT157-C,T & D CORPORATION,30001,CD12,PET2,100012436,,,CD122334,,,PT157,2,PHP,"-753,375.00","-753,375.00",DOMDSL,OVAT-N,17.64,KL,10970
POSTED,RV,2023-12-29,2023-12-29,2023-12-29,CD PT1571,PT157-C,T & D CORPORATION,30001,CD12,PET2,100012437,,,CD122334,,,PT157,2,PHP,"-15,375.00","-15,375.00",CME.,OVAT-N,0.36,KL,10971
POSTED,RV,2023-12-29,2023-12-29,2023-12-29,CD PA2171,PA217-C,ANCO GASOLINE STATION,30001,CD12,PET2,100012438,,,CD122335,,,PA217,2,PHP,"-2,583,000.00","-2,583,000.00",DOMDSL,OVAT-N,58.8,KL,10972
POSTED,RV,2023-12-29,2023-12-29,2023-12-29,CD PA2171,PA217-C,ANCO GASOLINE STATION,30001,CD12,PET2,100012439,,,CD122335,,,PA217,2,PHP,"-52,714.29","-52,714.29",CME.,OVAT-N,1.2,KL,10973
POSTED,RV,2023-12-29,2023-12-29,2023-12-29,CD PF0921,PF092-C,"FILPRIDE RESOURCES, INC.",30001,CD12,PET2,100012440,,,CD122336,,,PF092,2,PHP,"-4,366,250.00","-4,366,250.00",DOMDSL,OVAT-N,98.0,KL,10974
POSTED,RV,2023-12-29,2023-12-29,2023-12-29,CD PF0921,PF092-C,"FILPRIDE RESOURCES, INC.",30001,CD12,PET2,100012441,,,CD122336,,,PF092,2,PHP,"-89,107.14","-89,107.14",CME.,OVAT-N,2.0,KL,10975
POSTED,RV,2023-12-29,2023-12-29,2023-12-29,CD PJ1712,PJ171-C,JPGLOBAL VENTURES CORPORATION -,30001,CD12,PET2,100012444,,,CD122338,,,PJ171,2,PHP,"-3,342,500.00","-3,342,500.00",DOMDSL,OVAT-N,78.4,KL,10976
POSTED,RV,2023-12-29,2023-12-29,2023-12-29,CD PJ1712,PJ171-C,JPGLOBAL VENTURES CORPORATION -,30001,CD12,PET2,100012445,,,CD122338,,,PJ171,2,PHP,"-68,214.29","-68,214.29",CME.,OVAT-N,1.6,KL,10977
POSTED,RV,2023-12-29,2023-12-29,2023-12-29,CD PO0601,PO060-C,OMNI PETROLEUM CORPORATION,30001,CD12,PET2,100012446,,,CD122339,,,PO060,2,PHP,"-7,903,875.00","-7,903,875.00",DOMDSL,OVAT-N,186.2,KL,10978
POSTED,RV,2023-12-29,2023-12-29,2023-12-29,CD PO0601,PO060-C,OMNI PETROLEUM CORPORATION,30001,CD12,PET2,100012447,,,CD122339,,,PO060,2,PHP,"-161,303.57","-161,303.57",CME.,OVAT-N,3.8,KL,10979
POSTED,RV,2023-12-29,2023-12-29,2023-12-29,CD PW0491,PW049-C,WARBUCKS INDUSTRIES CORPORATION SUBIC BA,30001,CD12,PET2,100012448,,,CD122340,,,PW049,2,PHP,"-12,206,250.00","-12,206,250.00",DOMDSL,OVAT-N,294.0,KL,10980
POSTED,RV,2023-12-29,2023-12-29,2023-12-29,CD PW0491,PW049-C,WARBUCKS INDUSTRIES CORPORATION SUBIC BA,30001,CD12,PET2,100012449,,,CD122340,,,PW049,2,PHP,"-249,107.14","-249,107.14",CME.,OVAT-N,6.0,KL,10981
POSTED,RV,2023-12-29,2023-12-29,2023-12-29,CD PL0831,PL083-C,LARA INTEGRATED INDUSTRIES INC.,30001,CD12,PET2,100012450,,,CD122341,,,PL083,2,PHP,"-1,620,500.00","-1,620,500.00",DOMDSL,OVAT-N,39.2,KL,10982
POSTED,RV,2023-12-29,2023-12-29,2023-12-29,CD PL0831,PL083-C,LARA INTEGRATED INDUSTRIES INC.,30001,CD12,PET2,100012451,,,CD122341,,,PL083,2,PHP,"-33,071.43","-33,071.43",CME.,OVAT-N,0.8,KL,10983
POSTED,RV,2023-12-29,2023-12-29,2023-12-29,CD PD1011,PD101-C,DHAN BERGER PHILS. CONSTRUCTION CORP.,30001,CD12,PET2,100012452,,,CD122342,,,PD101,2,PHP,"-876,750.00","-876,750.00",DOMDSL,OVAT-N,19.6,KL,10984
POSTED,RV,2023-12-29,2023-12-29,2023-12-29,CD PD1011,PD101-C,DHAN BERGER PHILS. CONSTRUCTION CORP.,30001,CD12,PET2,100012453,,,CD122342,,,PD101,2,PHP,"-17,892.86","-17,892.86",CME.,OVAT-N,0.4,KL,10985
POSTED,RV,2023-12-29,2023-12-29,2023-12-29,CD PP2691,PP269-C,PROMETHIUM CORPORATION,30001,CD12,PET2,100012456,,,CD122344,,,PP269,2,PHP,"-4,252,500.00","-4,252,500.00",DOMDSL,OVAT-N,98.0,KL,10986
POSTED,RV,2023-12-29,2023-12-29,2023-12-29,CD PP2691,PP269-C,PROMETHIUM CORPORATION,30001,CD12,PET2,100012457,,,CD122344,,,PP269,2,PHP,"-86,785.72","-86,785.72",CME.,OVAT-N,2.0,KL,10987
POSTED,RV,2023-12-29,2023-12-29,2023-12-29,CD PG1061,PG106-C,G PUMP GAS STATION,30001,CD12,PET2,100012458,,,CD122345,,,PG106,2,PHP,"-260,400.00","-260,400.00",DOMDSL,OVAT-N,5.88,KL,10988
POSTED,RV,2023-12-29,2023-12-29,2023-12-29,CD PG1061,PG106-C,G PUMP GAS STATION,30001,CD12,PET2,100012459,,,CD122345,,,PG106,2,PHP,"-5,314.29","-5,314.29",CME.,OVAT-N,0.12,KL,10989
POSTED,RV,2023-12-29,2023-12-29,2023-12-29,CD PM2241,PM224-C,MV ROYAL ENTERPRISES CORP.,30001,CD12,PET2,100012461,,,CD122322,,,PM224,2,PHP,"13,676,775.00","13,676,775.00",DOMDSL,OVAT-N,319.48,KL,10990
POSTED,RV,2023-12-29,2023-12-29,2023-12-29,CD PM2241,PM224-C,MV ROYAL ENTERPRISES CORP.,30001,CD12,PET2,100012462,,,CD122322,,,PM224,2,PHP,"279,117.86","279,117.86",CME.,OVAT-N,6.52,KL,10991
POSTED,RV,2023-12-29,2023-12-29,2023-12-29,CD PM2242,PM224-C,MV ROYAL ENTERPRISES CORP.,30001,CD12,PET2,100012463,,,CD122380,,,PM224,2,PHP,"-5,113,500.00","-5,113,500.00",DOMDSL,OVAT-N,117.6,KL,10992
POSTED,RV,2023-12-29,2023-12-29,2023-12-29,CD PM2242,PM224-C,MV ROYAL ENTERPRISES CORP.,30001,CD12,PET2,100012464,,,CD122380,,,PM224,2,PHP,"-104,357.14","-104,357.14",CME.,OVAT-N,2.4,KL,10993
POSTED,RV,2023-12-29,2023-12-29,2023-12-29,CD PM1961,PM196-C,MANILA KLEAN FUEL CORP.,30001,CD12,PET2,100012465,,,CD122328,,,PM196,2,PHP,"-85,667,592.50","-85,667,592.50",DOMDSL,OVAT-N,1977.64,KL,10994
POSTED,RV,2023-12-29,2023-12-29,2023-12-29,CD PM1961,PM196-C,MANILA KLEAN FUEL CORP.,30001,CD12,PET2,100012466,,,CD122328,,,PM196,2,PHP,"-1,748,318.21","-1,748,318.21",CME.,OVAT-N,40.36,KL,10995
